T,Q
2623.0,131484360000.0
2624.0,132052640000.0
2625.0,132623240000.0
2626.0,133196160000.0
2627.0,133771420000.0
2628.0,134349020000.0
2629.0,134928970000.0
2630.0,135511280000.0
2631.0,136095970000.0
2632.0,136683030000.0
2633.0,137272470000.0
2634.0,137864320000.0
2635.0,138458570000.0
2636.0,139055240000.0
2637.0,139654330000.0
2638.0,140255850000.0
2639.0,140859820000.0
2640.0,141466240000.0
2641.0,142075120000.0
2642.0,142686480000.0
2643.0,143300310000.0
2644.0,143916630000.0
2645.0,144535460000.0
2646.0,145156790000.0
2647.0,145780640000.0
2648.0,146407020000.0
2649.0,147035940000.0
2650.0,147667400000.0
2651.0,148301420000.0
2652.0,148938010000.0
2653.0,149577170000.0
2654.0,150218920000.0
2655.0,150863270000.0
2656.0,151510220000.0
2657.0,152159790000.0
2658.0,152811990000.0
2659.0,153466820000.0
2660.0,154124290000.0
2661.0,154784420000.0
2662.0,155447220000.0
2663.0,156112700000.0
2664.0,156780860000.0
2665.0,157451710000.0
2666.0,158125280000.0
2667.0,158801560000.0
2668.0,159480560000.0
2669.0,160162310000.0
2670.0,160846800000.0
2671.0,161534050000.0
2672.0,162224070000.0
2673.0,162916870000.0
2674.0,163612450000.0
2675.0,164310840000.0
2676.0,165012040000.0
2677.0,165716060000.0
2678.0,166422910000.0
2679.0,167132610000.0
2680.0,167845160000.0
2681.0,168560570000.0
2682.0,169278850000.0
2683.0,170000030000.0
2684.0,170724100000.0
2685.0,171451080000.0
2686.0,172180970000.0
2687.0,172913800000.0
2688.0,173649560000.0
2689.0,174388280000.0
2690.0,175129960000.0
2691.0,175874620000.0
2692.0,176622260000.0
2693.0,177372900000.0
2694.0,178126540000.0
2695.0,178883210000.0
2696.0,179642900000.0
2697.0,180405640000.0
2698.0,181171430000.0
2699.0,181940280000.0
2700.0,182712210000.0
2701.0,183487230000.0
2702.0,184265350000.0
2703.0,185046570000.0
2704.0,185830920000.0
2705.0,186618410000.0
2706.0,187409040000.0
2707.0,188202830000.0
2708.0,188999790000.0
2709.0,189799930000.0
2710.0,190603270000.0
2711.0,191409810000.0
2712.0,192219560000.0
2713.0,193032550000.0
2714.0,193848780000.0
2715.0,194668260000.0
2716.0,195491010000.0
2717.0,196317040000.0
2718.0,197146360000.0
2719.0,197978980000.0
2720.0,198814920000.0
2721.0,199654180000.0
2722.0,200496780000.0
2723.0,201342740000.0
2724.0,202192060000.0
2725.0,203044760000.0
2726.0,203900850000.0
2727.0,204760340000.0
2728.0,205623250000.0
2729.0,206489580000.0
2730.0,207359360000.0
2731.0,208232590000.0
2732.0,209109290000.0
2733.0,209989460000.0
2734.0,210873130000.0
2735.0,211760310000.0
2736.0,212651000000.0
2737.0,213545230000.0
2738.0,214443000000.0
2739.0,215344330000.0
2740.0,216249230000.0
2741.0,217157710000.0
2742.0,218069790000.0
2743.0,218985490000.0
2744.0,219904810000.0
2745.0,220827760000.0
2746.0,221754370000.0
2747.0,222684650000.0
2748.0,223618600000.0
2749.0,224556250000.0
2750.0,225497600000.0
2751.0,226442670000.0
2752.0,227391480000.0
2753.0,228344030000.0
2754.0,229300350000.0
2755.0,230260440000.0
2756.0,231224320000.0
2757.0,232192000000.0
2758.0,233163500000.0
2759.0,234138840000.0
2760.0,235118020000.0
2761.0,236101060000.0
2762.0,237087970000.0
2763.0,238078780000.0
2764.0,239073480000.0
2765.0,240072110000.0
2766.0,241074660000.0
2767.0,242081170000.0
2768.0,243091630000.0
2769.0,244106070000.0
2770.0,245124500000.0
2771.0,246146940000.0
2772.0,247173400000.0
2773.0,248203890000.0
2774.0,249238430000.0
2775.0,250277030000.0
2776.0,251319720000.0
2777.0,252366500000.0
2778.0,253417390000.0
2779.0,254472410000.0
2780.0,255531560000.0
2781.0,256594870000.0
2782.0,257662360000.0
2783.0,258734020000.0
2784.0,259809890000.0
2785.0,260889980000.0
2786.0,261974300000.0
2787.0,263062870000.0
2788.0,264155700000.0
2789.0,265252810000.0
2790.0,266354220000.0
2791.0,267459930000.0
2792.0,268569980000.0
2793.0,269684360000.0
2794.0,270803110000.0
2795.0,271926230000.0
2796.0,273053740000.0
2797.0,274185650000.0
2798.0,275321990000.0
2799.0,276462770000.0
2800.0,277608010000.0
2801.0,278757710000.0
2802.0,279911910000.0
2803.0,281070610000.0
2804.0,282233830000.0
2805.0,283401590000.0
2806.0,284573900000.0
2807.0,285750780000.0
2808.0,286932250000.0
2809.0,288118330000.0
2810.0,289309020000.0
2811.0,290504360000.0
2812.0,291704350000.0
2813.0,292909010000.0
2814.0,294118360000.0
2815.0,295332420000.0
2816.0,296551200000.0
2817.0,297774720000.0
2818.0,299003000000.0
2819.0,300236060000.0
2820.0,301473910000.0
2821.0,302716570000.0
2822.0,303964050000.0
2823.0,305216390000.0
2824.0,306473580000.0
2825.0,307735660000.0
2826.0,309002630000.0
2827.0,310274530000.0
2828.0,311551350000.0
2829.0,312833130000.0
2830.0,314119880000.0
2831.0,315411620000.0
2832.0,316708360000.0
2833.0,318010130000.0
2834.0,319316950000.0
2835.0,320628820000.0
2836.0,321945780000.0
2837.0,323267830000.0
2838.0,324595000000.0
2839.0,325927300000.0
2840.0,327264760000.0
2841.0,328607400000.0
2842.0,329955220000.0
2843.0,331308250000.0
2844.0,332666520000.0
2845.0,334030030000.0
2846.0,335398810000.0
2847.0,336772880000.0
2848.0,338152250000.0
2849.0,339536950000.0
2850.0,340926990000.0
2851.0,342322390000.0
2852.0,343723180000.0
2853.0,345129370000.0
2854.0,346540980000.0
2855.0,347958040000.0
2856.0,349380550000.0
2857.0,350808550000.0
2858.0,352242040000.0
2859.0,353681060000.0
2860.0,355125620000.0
2861.0,356575740000.0
2862.0,358031440000.0
2863.0,359492740000.0
2864.0,360959670000.0
2865.0,362432230000.0
2866.0,363910460000.0
2867.0,365394360000.0
2868.0,366883970000.0
2869.0,368379310000.0
2870.0,369880390000.0
2871.0,371387230000.0
2872.0,372899860000.0
2873.0,374418300000.0
2874.0,375942560000.0
2875.0,377472670000.0
2876.0,379008650000.0
2877.0,380550520000.0
2878.0,382098300000.0
2879.0,383652020000.0
2880.0,385211690000.0
2881.0,386777330000.0
2882.0,388348970000.0
2883.0,389926630000.0
2884.0,391510340000.0
2885.0,393100100000.0
2886.0,394695950000.0
2887.0,396297900000.0
2888.0,397905980000.0
2889.0,399520210000.0
2890.0,401140610000.0
2891.0,402767210000.0
2892.0,404400020000.0
2893.0,406039070000.0
2894.0,407684380000.0
2895.0,409335970000.0
2896.0,410993870000.0
2897.0,412658100000.0
2898.0,414328680000.0
2899.0,416005630000.0
2900.0,417688980000.0
2901.0,419378750000.0
2902.0,421074960000.0
2903.0,422777630000.0
2904.0,424486800000.0
2905.0,426202470000.0
2906.0,427924680000.0
2907.0,429653450000.0
2908.0,431388810000.0
2909.0,433130760000.0
2910.0,434879350000.0
2911.0,436634590000.0
2912.0,438396500000.0
2913.0,440165110000.0
2914.0,441940450000.0
2915.0,443722540000.0
2916.0,445511400000.0
2917.0,447307050000.0
2918.0,449109530000.0
2919.0,450918850000.0
2920.0,452735040000.0
2921.0,454558120000.0
2922.0,456388120000.0
2923.0,458225070000.0
2924.0,460068980000.0
2925.0,461919880000.0
2926.0,463777810000.0
2927.0,465642770000.0
2928.0,467514800000.0
2929.0,469393920000.0
2930.0,471280170000.0
2931.0,473173550000.0
2932.0,475074100000.0
2933.0,476981850000.0
2934.0,478896810000.0
2935.0,480819020000.0
2936.0,482748510000.0
2937.0,484685280000.0
2938.0,486629380000.0
2939.0,488580830000.0
2940.0,490539650000.0
2941.0,492505880000.0
2942.0,494479530000.0
2943.0,496460630000.0
2944.0,498449220000.0
2945.0,500445300000.0
2946.0,502448930000.0
2947.0,504460110000.0
2948.0,506478870000.0
2949.0,508505250000.0
2950.0,510539270000.0
2951.0,512580960000.0
2952.0,514630340000.0
2953.0,516687440000.0
2954.0,518752290000.0
2955.0,520824920000.0
2956.0,522905350000.0
2957.0,524993610000.0
2958.0,527089730000.0
2959.0,529193740000.0
2960.0,531305650000.0
2961.0,533425520000.0
2962.0,535553350000.0
2963.0,537689180000.0
2964.0,539833040000.0
2965.0,541984950000.0
2966.0,544144940000.0
2967.0,546313050000.0
2968.0,548489300000.0
2969.0,550673710000.0
2970.0,552866320000.0
2971.0,555067160000.0
2972.0,557276260000.0
2973.0,559493640000.0
2974.0,561719330000.0
2975.0,563953370000.0
2976.0,566195780000.0
2977.0,568446590000.0
2978.0,570705830000.0
2979.0,572973530000.0
2980.0,575249730000.0
2981.0,577534440000.0
2982.0,579827710000.0
2983.0,582129550000.0
2984.0,584440010000.0
2985.0,586759100000.0
2986.0,589086870000.0
2987.0,591423340000.0
2988.0,593768540000.0
2989.0,596122510000.0
2990.0,598485260000.0
2991.0,600856840000.0
2992.0,603237280000.0
2993.0,605626600000.0
2994.0,608024840000.0
2995.0,610432030000.0
2996.0,612848200000.0
2997.0,615273380000.0
2998.0,617707600000.0
2999.0,620150900000.0
3000.0,622603300000.0
3001.0,625064840000.0
3002.0,627535560000.0
3003.0,630015470000.0
3004.0,632504620000.0
3005.0,635003030000.0
3006.0,637510740000.0
3007.0,640027790000.0
3008.0,642554190000.0
3009.0,645090000000.0
3010.0,647635230000.0
3011.0,650189930000.0
3012.0,652754120000.0
3013.0,655327840000.0
3014.0,657911120000.0
3015.0,660504000000.0
3016.0,663106500000.0
3017.0,665718670000.0
3018.0,668340530000.0
3019.0,670972120000.0
3020.0,673613470000.0
3021.0,676264630000.0
3022.0,678925610000.0
3023.0,681596460000.0
3024.0,684277200000.0
3025.0,686967890000.0
3026.0,689668540000.0
3027.0,692379190000.0
3028.0,695099880000.0
3029.0,697830650000.0
3030.0,700571520000.0
3031.0,703322540000.0
3032.0,706083730000.0
3033.0,708855140000.0
3034.0,711636800000.0
3035.0,714428740000.0
3036.0,717231010000.0
3037.0,720043630000.0
3038.0,722866640000.0
3039.0,725700080000.0
3040.0,728543980000.0
3041.0,731398380000.0
3042.0,734263320000.0
3043.0,737138840000.0
3044.0,740024960000.0
3045.0,742921730000.0
3046.0,745829190000.0
3047.0,748747360000.0
3048.0,751676300000.0
3049.0,754616020000.0
3050.0,757566580000.0
3051.0,760528010000.0
3052.0,763500350000.0
3053.0,766483630000.0
3054.0,769477890000.0
3055.0,772483180000.0
3056.0,775499520000.0
3057.0,778526960000.0
3058.0,781565540000.0
3059.0,784615280000.0
3060.0,787676240000.0
3061.0,790748460000.0
3062.0,793831960000.0
3063.0,796926790000.0
3064.0,800032980000.0
3065.0,803150590000.0
3066.0,806279640000.0
3067.0,809420170000.0
3068.0,812572230000.0
3069.0,815735850000.0
3070.0,818911080000.0
3071.0,822097960000.0
3072.0,825296510000.0
3073.0,828506800000.0
3074.0,831728840000.0
3075.0,834962700000.0
3076.0,838208400000.0
3077.0,841465980000.0
3078.0,844735490000.0
3079.0,848016980000.0
3080.0,851310470000.0
3081.0,854616010000.0
3082.0,857933640000.0
3083.0,861263410000.0
3084.0,864605350000.0
3085.0,867959510000.0
3086.0,871325930000.0
3087.0,874704650000.0
3088.0,878095720000.0
3089.0,881499170000.0
3090.0,884915040000.0
3091.0,888343390000.0
3092.0,891784250000.0
3093.0,895237670000.0
3094.0,898703690000.0
3095.0,902182340000.0
3096.0,905673690000.0
3097.0,909177760000.0
3098.0,912694600000.0
3099.0,916224270000.0
3100.0,919766790000.0
3101.0,923322210000.0
3102.0,926890580000.0
3103.0,930471950000.0
3104.0,934066350000.0
3105.0,937673830000.0
3106.0,941294440000.0
3107.0,944928220000.0
3108.0,948575210000.0
3109.0,952235470000.0
3110.0,955909030000.0
3111.0,959595940000.0
3112.0,963296250000.0
3113.0,967010000000.0
3114.0,970737230000.0
3115.0,974478010000.0
3116.0,978232360000.0
3117.0,982000340000.0
3118.0,985781990000.0
3119.0,989577360000.0
3120.0,993386500000.0
3121.0,997209450000.0
3122.0,1001046300000.0
3123.0,1004897000000.0
3124.0,1008761700000.0
3125.0,1012640300000.0
3126.0,1016533000000.0
3127.0,1020439900000.0
3128.0,1024360800000.0
3129.0,1028296000000.0
3130.0,1032245400000.0
3131.0,1036209100000.0
3132.0,1040187100000.0
3133.0,1044179500000.0
3134.0,1048186400000.0
3135.0,1052207700000.0
3136.0,1056243600000.0
3137.0,1060294000000.0
3138.0,1064359100000.0
3139.0,1068438900000.0
3140.0,1072533400000.0
3141.0,1076642600000.0
3142.0,1080766700000.0
3143.0,1084905700000.0
3144.0,1089059700000.0
3145.0,1093228600000.0
3146.0,1097412500000.0
3147.0,1101611500000.0
3148.0,1105825700000.0
3149.0,1110055000000.0
3150.0,1114299600000.0
3151.0,1118559500000.0
3152.0,1122834700000.0
3153.0,1127125300000.0
3154.0,1131431400000.0
3155.0,1135752900000.0
3156.0,1140090000000.0
3157.0,1144442700000.0
3158.0,1148811100000.0
3159.0,1153195100000.0
3160.0,1157594900000.0
3161.0,1162010600000.0
3162.0,1166442100000.0
3163.0,1170889500000.0
3164.0,1175352900000.0
3165.0,1179832300000.0
3166.0,1184327800000.0
3167.0,1188839400000.0
3168.0,1193367300000.0
3169.0,1197911400000.0
3170.0,1202471700000.0
3171.0,1207048500000.0
3172.0,1211641600000.0
3173.0,1216251200000.0
3174.0,1220877300000.0
3175.0,1225520000000.0
3176.0,1230179300000.0
3177.0,1234855300000.0
3178.0,1239548100000.0
3179.0,1244257600000.0
3180.0,1248984100000.0
3181.0,1253727400000.0
3182.0,1258487700000.0
3183.0,1263265000000.0
3184.0,1268059400000.0
3185.0,1272870900000.0
3186.0,1277699700000.0
3187.0,1282545700000.0
3188.0,1287409000000.0
3189.0,1292289600000.0
3190.0,1297187700000.0
3191.0,1302103300000.0
3192.0,1307036500000.0
3193.0,1311987200000.0
3194.0,1316955600000.0
3195.0,1321941800000.0
3196.0,1326945700000.0
3197.0,1331967400000.0
3198.0,1337007100000.0
3199.0,1342064700000.0
3200.0,1347140300000.0
3201.0,1352234100000.0
3202.0,1357345900000.0
3203.0,1362476000000.0
3204.0,1367624300000.0
3205.0,1372791000000.0
3206.0,1377976000000.0
3207.0,1383179500000.0
3208.0,1388401500000.0
3209.0,1393642100000.0
3210.0,1398901300000.0
3211.0,1404179200000.0
3212.0,1409475800000.0
3213.0,1414791300000.0
3214.0,1420125600000.0
3215.0,1425478900000.0
3216.0,1430851200000.0
3217.0,1436242600000.0
3218.0,1441653100000.0
3219.0,1447082800000.0
3220.0,1452531800000.0
3221.0,1458000100000.0
3222.0,1463487800000.0
3223.0,1468994900000.0
3224.0,1474521600000.0
3225.0,1480067800000.0
3226.0,1485633700000.0
3227.0,1491219300000.0
3228.0,1496824700000.0
3229.0,1502450000000.0
3230.0,1508095100000.0
3231.0,1513760300000.0
3232.0,1519445400000.0
3233.0,1525150700000.0
3234.0,1530876200000.0
3235.0,1536621900000.0
3236.0,1542387900000.0
3237.0,1548174300000.0
3238.0,1553981200000.0
3239.0,1559808500000.0
3240.0,1565656500000.0
3241.0,1571525100000.0
3242.0,1577414400000.0
3243.0,1583324500000.0
3244.0,1589255500000.0
3245.0,1595207400000.0
3246.0,1601180200000.0
3247.0,1607174200000.0
3248.0,1613189300000.0
3249.0,1619225500000.0
3250.0,1625283100000.0
3251.0,1631362000000.0
3252.0,1637462300000.0
3253.0,1643584100000.0
3254.0,1649727500000.0
3255.0,1655892500000.0
3256.0,1662079200000.0
3257.0,1668287600000.0
3258.0,1674517900000.0
3259.0,1680770200000.0
3260.0,1687044400000.0
3261.0,1693340600000.0
3262.0,1699659000000.0
3263.0,1705999600000.0
3264.0,1712362500000.0
3265.0,1718747800000.0
3266.0,1725155400000.0
3267.0,1731585600000.0
3268.0,1738038300000.0
3269.0,1744513700000.0
3270.0,1751011800000.0
3271.0,1757532700000.0
3272.0,1764076500000.0
3273.0,1770643200000.0
3274.0,1777233000000.0
3275.0,1783845800000.0
3276.0,1790481800000.0
3277.0,1797141100000.0
3278.0,1803823700000.0
3279.0,1810529700000.0
3280.0,1817259200000.0
3281.0,1824012200000.0
3282.0,1830788900000.0
3283.0,1837589300000.0
3284.0,1844413500000.0
3285.0,1851261500000.0
3286.0,1858133500000.0
3287.0,1865029500000.0
3288.0,1871949700000.0
3289.0,1878894000000.0
3290.0,1885862500000.0
3291.0,1892855500000.0
3292.0,1899872800000.0
3293.0,1906914600000.0
3294.0,1913981100000.0
3295.0,1921072100000.0
3296.0,1928188000000.0
3297.0,1935328600000.0
3298.0,1942494200000.0
3299.0,1949684700000.0
3300.0,1956900300000.0
3301.0,1964141100000.0
3302.0,1971407100000.0
3303.0,1978698400000.0
3304.0,1986015100000.0
3305.0,1993357300000.0
3306.0,2000725100000.0
3307.0,2008118500000.0
3308.0,2015537600000.0
3309.0,2022982600000.0
3310.0,2030453400000.0
3311.0,2037950300000.0
3312.0,2045473200000.0
3313.0,2053022200000.0
3314.0,2060597500000.0
3315.0,2068199200000.0
3316.0,2075827200000.0
3317.0,2083481700000.0
3318.0,2091162800000.0
3319.0,2098870600000.0
3320.0,2106605200000.0
3321.0,2114366600000.0
3322.0,2122154900000.0
3323.0,2129970200000.0
3324.0,2137812600000.0
3325.0,2145682300000.0
3326.0,2153579200000.0
3327.0,2161503500000.0
3328.0,2169455200000.0
3329.0,2177434500000.0
3330.0,2185441500000.0
3331.0,2193476200000.0
3332.0,2201538600000.0
3333.0,2209629000000.0
3334.0,2217747400000.0
3335.0,2225893900000.0
3336.0,2234068600000.0
3337.0,2242271600000.0
3338.0,2250502900000.0
3339.0,2258762700000.0
3340.0,2267051000000.0
3341.0,2275367900000.0
3342.0,2283713600000.0
3343.0,2292088200000.0
3344.0,2300491600000.0
3345.0,2308924100000.0
3346.0,2317385700000.0
3347.0,2325876400000.0
3348.0,2334396500000.0
3349.0,2342946000000.0
3350.0,2351524900000.0
3351.0,2360133500000.0
3352.0,2368771700000.0
3353.0,2377439700000.0
3354.0,2386137600000.0
3355.0,2394865400000.0
3356.0,2403623300000.0
3357.0,2412411300000.0
3358.0,2421229700000.0
3359.0,2430078300000.0
3360.0,2438957500000.0
3361.0,2447867200000.0
3362.0,2456807500000.0
3363.0,2465778600000.0
3364.0,2474780500000.0
3365.0,2483813400000.0
3366.0,2492877300000.0
3367.0,2501972400000.0
3368.0,2511098800000.0
3369.0,2520256400000.0
3370.0,2529445600000.0
3371.0,2538666300000.0
3372.0,2547918600000.0
3373.0,2557202700000.0
3374.0,2566518700000.0
3375.0,2575866600000.0
3376.0,2585246600000.0
3377.0,2594658700000.0
3378.0,2604103100000.0
3379.0,2613579900000.0
3380.0,2623089200000.0
3381.0,2632631000000.0
3382.0,2642205600000.0
3383.0,2651812900000.0
3384.0,2661453100000.0
3385.0,2671126400000.0
3386.0,2680832700000.0
3387.0,2690572300000.0
3388.0,2700345100000.0
3389.0,2710151500000.0
3390.0,2719991300000.0
3391.0,2729864800000.0
3392.0,2739772000000.0
3393.0,2749713100000.0
3394.0,2759688200000.0
3395.0,2769697300000.0
3396.0,2779740700000.0
3397.0,2789818300000.0
3398.0,2799930300000.0
3399.0,2810076900000.0
3400.0,2820258000000.0
3401.0,2830473900000.0
3402.0,2840724700000.0
3403.0,2851010400000.0
3404.0,2861331200000.0
3405.0,2871687200000.0
3406.0,2882078500000.0
3407.0,2892505100000.0
3408.0,2902967300000.0
3409.0,2913465200000.0
3410.0,2923998700000.0
3411.0,2934568200000.0
3412.0,2945173600000.0
3413.0,2955815100000.0
3414.0,2966492900000.0
3415.0,2977206900000.0
3416.0,2987957400000.0
3417.0,2998744400000.0
3418.0,3009568200000.0
3419.0,3020428700000.0
3420.0,3031326100000.0
3421.0,3042260500000.0
3422.0,3053232100000.0
3423.0,3064240900000.0
3424.0,3075287100000.0
3425.0,3086370800000.0
3426.0,3097492200000.0
3427.0,3108651200000.0
3428.0,3119848200000.0
3429.0,3131083100000.0
3430.0,3142356100000.0
3431.0,3153667300000.0
3432.0,3165016900000.0
3433.0,3176404900000.0
3434.0,3187831500000.0
3435.0,3199296800000.0
3436.0,3210800900000.0
3437.0,3222344000000.0
3438.0,3233926200000.0
3439.0,3245547600000.0
3440.0,3257208300000.0
3441.0,3268908500000.0
3442.0,3280648200000.0
3443.0,3292427600000.0
3444.0,3304246900000.0
3445.0,3316106100000.0
3446.0,3328005400000.0
3447.0,3339944900000.0
3448.0,3351924700000.0
3449.0,3363945000000.0
3450.0,3376005900000.0
3451.0,3388107500000.0
3452.0,3400250000000.0
3453.0,3412433400000.0
3454.0,3424657900000.0
3455.0,3436923700000.0
3456.0,3449230900000.0
3457.0,3461579500000.0
3458.0,3473969800000.0
3459.0,3486401800000.0
3460.0,3498875700000.0
3461.0,3511391700000.0
3462.0,3523949800000.0
3463.0,3536550200000.0
3464.0,3549193000000.0
3465.0,3561878400000.0
3466.0,3574606500000.0
3467.0,3587377400000.0
3468.0,3600191200000.0
3469.0,3613048200000.0
3470.0,3625948400000.0
3471.0,3638892000000.0
3472.0,3651879100000.0
3473.0,3664909800000.0
3474.0,3677984300000.0
3475.0,3691102700000.0
3476.0,3704265200000.0
3477.0,3717471900000.0
3478.0,3730722900000.0
3479.0,3744018400000.0
3480.0,3757358500000.0
3481.0,3770743400000.0
3482.0,3784173100000.0
3483.0,3797647900000.0
3484.0,3811167900000.0
3485.0,3824733200000.0
3486.0,3838344000000.0
3487.0,3852000400000.0
3488.0,3865702500000.0
3489.0,3879450500000.0
3490.0,3893244600000.0
3491.0,3907084800000.0
3492.0,3920971400000.0
3493.0,3934904400000.0
3494.0,3948884100000.0
3495.0,3962910500000.0
3496.0,3976983800000.0
3497.0,3991104200000.0
3498.0,4005271800000.0
3499.0,4019486800000.0
3500.0,4033749300000.0
3501.0,4048059400000.0
3502.0,4062417300000.0
3503.0,4076823200000.0
3504.0,4091277100000.0
3505.0,4105779300000.0
3506.0,4120330000000.0
3507.0,4134929100000.0
3508.0,4149577000000.0
3509.0,4164273800000.0
3510.0,4179019500000.0
3511.0,4193814400000.0
3512.0,4208658700000.0
3513.0,4223552400000.0
3514.0,4238495700000.0
3515.0,4253488800000.0
3516.0,4268531900000.0
3517.0,4283625000000.0
3518.0,4298768400000.0
3519.0,4313962200000.0
3520.0,4329206600000.0
3521.0,4344501700000.0
3522.0,4359847700000.0
3523.0,4375244700000.0
3524.0,4390692900000.0
3525.0,4406192500000.0
3526.0,4421743500000.0
3527.0,4437346300000.0
3528.0,4453000900000.0
3529.0,4468707500000.0
3530.0,4484466300000.0
3531.0,4500277400000.0
3532.0,4516140900000.0
3533.0,4532057200000.0
3534.0,4548026200000.0
3535.0,4564048200000.0
3536.0,4580123400000.0
3537.0,4596251900000.0
3538.0,4612433800000.0
3539.0,4628669400000.0
3540.0,4644958800000.0
3541.0,4661302200000.0
3542.0,4677699700000.0
3543.0,4694151600000.0
3544.0,4710657900000.0
3545.0,4727218900000.0
3546.0,4743834600000.0
3547.0,4760505400000.0
3548.0,4777231300000.0
3549.0,4794012600000.0
3550.0,4810849400000.0
3551.0,4827741800000.0
3552.0,4844690100000.0
3553.0,4861694400000.0
3554.0,4878754900000.0
3555.0,4895871800000.0
3556.0,4913045200000.0
3557.0,4930275300000.0
3558.0,4947562300000.0
3559.0,4964906400000.0
3560.0,4982307800000.0
3561.0,4999766500000.0
3562.0,5017282900000.0
3563.0,5034857000000.0
3564.0,5052489100000.0
3565.0,5070179400000.0
3566.0,5087927900000.0
3567.0,5105735000000.0
3568.0,5123600700000.0
3569.0,5141525300000.0
3570.0,5159508900000.0
3571.0,5177551800000.0
3572.0,5195654000000.0
3573.0,5213815900000.0
3574.0,5232037500000.0
3575.0,5250319100000.0
3576.0,5268660800000.0
3577.0,5287062800000.0
3578.0,5305525400000.0
3579.0,5324048700000.0
3580.0,5342632800000.0
3581.0,5361278000000.0
3582.0,5379984500000.0
3583.0,5398752500000.0
3584.0,5417582100000.0
3585.0,5436473500000.0
3586.0,5455426900000.0
3587.0,5474442600000.0
3588.0,5493520600000.0
3589.0,5512661300000.0
3590.0,5531864700000.0
3591.0,5551131100000.0
3592.0,5570460700000.0
3593.0,5589853700000.0
3594.0,5609310300000.0
3595.0,5628830500000.0
3596.0,5648414800000.0
3597.0,5668063200000.0
3598.0,5687776000000.0
3599.0,5707553300000.0
3600.0,5727395300000.0
3601.0,5747302300000.0
3602.0,5767274400000.0
3603.0,5787311900000.0
3604.0,5807414900000.0
3605.0,5827583700000.0
3606.0,5847818400000.0
3607.0,5868119200000.0
3608.0,5888486400000.0
3609.0,5908920200000.0
3610.0,5929420700000.0
3611.0,5949988200000.0
3612.0,5970622900000.0
3613.0,5991324900000.0
3614.0,6012094500000.0
3615.0,6032931900000.0
3616.0,6053837300000.0
3617.0,6074810800000.0
3618.0,6095852800000.0
3619.0,6116963400000.0
3620.0,6138142900000.0
3621.0,6159391400000.0
3622.0,6180709100000.0
3623.0,6202096300000.0
3624.0,6223553200000.0
3625.0,6245079900000.0
3626.0,6266676800000.0
3627.0,6288344000000.0
3628.0,6310081700000.0
3629.0,6331890100000.0
3630.0,6353769500000.0
3631.0,6375720100000.0
3632.0,6397742100000.0
3633.0,6419835700000.0
3634.0,6442001100000.0
3635.0,6464238600000.0
3636.0,6486548300000.0
3637.0,6508930600000.0
3638.0,6531385500000.0
3639.0,6553913400000.0
3640.0,6576514400000.0
3641.0,6599188800000.0
3642.0,6621936800000.0
3643.0,6644758600000.0
3644.0,6667654500000.0
3645.0,6690624600000.0
3646.0,6713669200000.0
3647.0,6736788600000.0
3648.0,6759982900000.0
3649.0,6783252400000.0
3650.0,6806597300000.0
3651.0,6830017900000.0
3652.0,6853514300000.0
3653.0,6877086800000.0
3654.0,6900735600000.0
3655.0,6924461000000.0
3656.0,6948263200000.0
3657.0,6972142400000.0
3658.0,6996098900000.0
3659.0,7020132900000.0
3660.0,7044244600000.0
3661.0,7068434300000.0
3662.0,7092702100000.0
3663.0,7117048400000.0
3664.0,7141473400000.0
3665.0,7165977300000.0
3666.0,7190560400000.0
3667.0,7215222800000.0
3668.0,7239964900000.0
3669.0,7264786800000.0
3670.0,7289688900000.0
3671.0,7314671300000.0
3672.0,7339734400000.0
3673.0,7364878200000.0
3674.0,7390103200000.0
3675.0,7415409500000.0
3676.0,7440797400000.0
3677.0,7466267100000.0
3678.0,7491818900000.0
3679.0,7517453000000.0
3680.0,7543169600000.0
3681.0,7568969100000.0
3682.0,7594851700000.0
3683.0,7620817600000.0
3684.0,7646867000000.0
3685.0,7673000300000.0
3686.0,7699217700000.0
3687.0,7725519400000.0
3688.0,7751905700000.0
3689.0,7778376800000.0
3690.0,7804933000000.0
3691.0,7831574600000.0
3692.0,7858301800000.0
3693.0,7885114800000.0
3694.0,7912014000000.0
3695.0,7938999500000.0
3696.0,7966071700000.0
3697.0,7993230900000.0
3698.0,8020477100000.0
3699.0,8047810900000.0
3700.0,8075232300000.0
3701.0,8102741600000.0
3702.0,8130339200000.0
3703.0,8158025300000.0
3704.0,8185800100000.0
3705.0,8213664000000.0
3706.0,8241617100000.0
3707.0,8269659800000.0
3708.0,8297792300000.0
3709.0,8326014900000.0
3710.0,8354327900000.0
3711.0,8382731500000.0
3712.0,8411226000000.0
3713.0,8439811700000.0
3714.0,8468488900000.0
3715.0,8497257800000.0
3716.0,8526118600000.0
3717.0,8555071800000.0
3718.0,8584117500000.0
3719.0,8613256100000.0
3720.0,8642487800000.0
3721.0,8671812800000.0
3722.0,8701231500000.0
3723.0,8730744200000.0
3724.0,8760351100000.0
3725.0,8790052500000.0
3726.0,8819848800000.0
3727.0,8849740100000.0
3728.0,8879726700000.0
3729.0,8909809000000.0
3730.0,8939987300000.0
3731.0,8970261800000.0
3732.0,9000632800000.0
3733.0,9031100500000.0
3734.0,9061665400000.0
3735.0,9092327700000.0
3736.0,9123087600000.0
