T,Q
1441.0,327953060.0
1442.0,329922050.0
1443.0,331902240.0
1444.0,333893690.0
1445.0,335896470.0
1446.0,337910640.0
1447.0,339936240.0
1448.0,341973360.0
1449.0,344022040.0
1450.0,346082350.0
1451.0,348154350.0
1452.0,350238110.0
1453.0,352333690.0
1454.0,354441150.0
1455.0,356560550.0
1456.0,358691960.0
1457.0,360835440.0
1458.0,362991060.0
1459.0,365158890.0
1460.0,367338980.0
1461.0,369531400.0
1462.0,371736220.0
1463.0,373953510.0
1464.0,376183320.0
1465.0,378425740.0
1466.0,380680820.0
1467.0,382948630.0
1468.0,385229240.0
1469.0,387522720.0
1470.0,389829140.0
1471.0,392148560.0
1472.0,394481060.0
1473.0,396826710.0
1474.0,399185570.0
1475.0,401557710.0
1476.0,403943210.0
1477.0,406342130.0
1478.0,408754560.0
1479.0,411180550.0
1480.0,413620180.0
1481.0,416073530.0
1482.0,418540660.0
1483.0,421021650.0
1484.0,423516580.0
1485.0,426025510.0
1486.0,428548520.0
1487.0,431085690.0
1488.0,433637090.0
1489.0,436202790.0
1490.0,438782880.0
1491.0,441377420.0
1492.0,443986490.0
1493.0,446610180.0
1494.0,449248560.0
1495.0,451901690.0
1496.0,454569680.0
1497.0,457252580.0
1498.0,459950490.0
1499.0,462663470.0
1500.0,465391610.0
1501.0,468134990.0
1502.0,470893690.0
1503.0,473667790.0
1504.0,476457370.0
1505.0,479262520.0
1506.0,482083300.0
1507.0,484919820.0
1508.0,487772140.0
1509.0,490640360.0
1510.0,493524550.0
1511.0,496424800.0
1512.0,499341190.0
1513.0,502273820.0
1514.0,505222750.0
1515.0,508188090.0
1516.0,511169910.0
1517.0,514168310.0
1518.0,517183360.0
1519.0,520215160.0
1520.0,523263790.0
1521.0,526329350.0
1522.0,529411920.0
1523.0,532511580.0
1524.0,535628440.0
1525.0,538762570.0
1526.0,541914070.0
1527.0,545083040.0
1528.0,548269550.0
1529.0,551473710.0
1530.0,554695600.0
1531.0,557935320.0
1532.0,561192970.0
1533.0,564468620.0
1534.0,567762390.0
1535.0,571074350.0
1536.0,574404620.0
1537.0,577753280.0
1538.0,581120420.0
1539.0,584506150.0
1540.0,587910560.0
1541.0,591333750.0
1542.0,594775820.0
1543.0,598236860.0
1544.0,601716980.0
1545.0,605216270.0
1546.0,608734830.0
1547.0,612272760.0
1548.0,615830160.0
1549.0,619407140.0
1550.0,623003790.0
1551.0,626620230.0
1552.0,630256540.0
1553.0,633912830.0
1554.0,637589210.0
1555.0,641285780.0
1556.0,645002650.0
1557.0,648739910.0
1558.0,652497680.0
1559.0,656276060.0
1560.0,660075170.0
1561.0,663895090.0
1562.0,667735950.0
1563.0,671597850.0
1564.0,675480910.0
1565.0,679385220.0
1566.0,683310900.0
1567.0,687258050.0
1568.0,691226800.0
1569.0,695217250.0
1570.0,699229520.0
1571.0,703263700.0
1572.0,707319930.0
1573.0,711398310.0
1574.0,715498960.0
1575.0,719621980.0
1576.0,723767500.0
1577.0,727935640.0
1578.0,732126500.0
1579.0,736340210.0
1580.0,740576880.0
1581.0,744836630.0
1582.0,749119570.0
1583.0,753425840.0
1584.0,757755540.0
1585.0,762108800.0
1586.0,766485740.0
1587.0,770886480.0
1588.0,775311140.0
1589.0,779759850.0
1590.0,784232720.0
1591.0,788729890.0
1592.0,793251470.0
1593.0,797797590.0
1594.0,802368380.0
1595.0,806963960.0
1596.0,811584460.0
1597.0,816230010.0
1598.0,820900730.0
1599.0,825596760.0
1600.0,830318210.0
1601.0,835065230.0
1602.0,839837950.0
1603.0,844636480.0
1604.0,849460980.0
1605.0,854311560.0
1606.0,859188360.0
1607.0,864091510.0
1608.0,869021160.0
1609.0,873977430.0
1610.0,878960460.0
1611.0,883970380.0
1612.0,889007330.0
1613.0,894071460.0
1614.0,899162890.0
1615.0,904281770.0
1616.0,909428240.0
1617.0,914602430.0
1618.0,919804490.0
1619.0,925034560.0
1620.0,930292780.0
1621.0,935579290.0
1622.0,940894240.0
1623.0,946237770.0
1624.0,951610020.0
1625.0,957011150.0
1626.0,962441300.0
1627.0,967900610.0
1628.0,973389230.0
1629.0,978907310.0
1630.0,984455000.0
1631.0,990032460.0
1632.0,995639820.0
1633.0,1001277200.0
1634.0,1006944900.0
1635.0,1012642900.0
1636.0,1018371400.0
1637.0,1024130600.0
1638.0,1029920600.0
1639.0,1035741600.0
1640.0,1041593800.0
1641.0,1047477200.0
1642.0,1053392100.0
1643.0,1059338600.0
1644.0,1065316900.0
1645.0,1071327100.0
1646.0,1077369400.0
1647.0,1083444000.0
1648.0,1089550900.0
1649.0,1095690500.0
1650.0,1101862800.0
1651.0,1108068000.0
1652.0,1114306300.0
1653.0,1120577800.0
1654.0,1126882700.0
1655.0,1133221200.0
1656.0,1139593500.0
1657.0,1145999600.0
1658.0,1152439800.0
1659.0,1158914300.0
1660.0,1165423200.0
1661.0,1171966700.0
1662.0,1178545000.0
1663.0,1185158200.0
1664.0,1191806600.0
1665.0,1198490200.0
1666.0,1205209300.0
1667.0,1211964100.0
1668.0,1218754600.0
1669.0,1225581200.0
1670.0,1232444000.0
1671.0,1239343100.0
1672.0,1246278800.0
1673.0,1253251300.0
1674.0,1260260600.0
1675.0,1267307000.0
1676.0,1274390700.0
1677.0,1281511900.0
1678.0,1288670700.0
1679.0,1295867400.0
1680.0,1303102100.0
1681.0,1310375100.0
1682.0,1317686400.0
1683.0,1325036400.0
1684.0,1332425100.0
1685.0,1339852800.0
1686.0,1347319700.0
1687.0,1354826000.0
1688.0,1362371900.0
1689.0,1369957500.0
1690.0,1377583100.0
1691.0,1385248800.0
1692.0,1392955000.0
1693.0,1400701600.0
1694.0,1408489100.0
1695.0,1416317500.0
1696.0,1424187100.0
1697.0,1432098000.0
1698.0,1440050600.0
1699.0,1448044900.0
1700.0,1456081200.0
1701.0,1464159700.0
1702.0,1472280600.0
1703.0,1480444200.0
1704.0,1488650500.0
1705.0,1496899900.0
1706.0,1505192600.0
1707.0,1513528700.0
1708.0,1521908500.0
1709.0,1530332200.0
1710.0,1538800000.0
1711.0,1547312200.0
1712.0,1555868900.0
1713.0,1564470300.0
1714.0,1573116800.0
1715.0,1581808500.0
1716.0,1590545600.0
1717.0,1599328300.0
1718.0,1608157000.0
1719.0,1617031700.0
1720.0,1625952800.0
1721.0,1634920500.0
1722.0,1643934900.0
1723.0,1652996400.0
1724.0,1662105100.0
1725.0,1671261300.0
1726.0,1680465200.0
1727.0,1689717100.0
1728.0,1699017100.0
1729.0,1708365600.0
1730.0,1717762800.0
1731.0,1727208800.0
1732.0,1736704000.0
1733.0,1746248600.0
1734.0,1755842800.0
1735.0,1765486800.0
1736.0,1775181000.0
1737.0,1784925500.0
1738.0,1794720600.0
1739.0,1804566600.0
1740.0,1814463700.0
1741.0,1824412100.0
1742.0,1834412100.0
1743.0,1844464000.0
1744.0,1854568000.0
1745.0,1864724300.0
1746.0,1874933300.0
1747.0,1885195100.0
1748.0,1895510000.0
1749.0,1905878400.0
1750.0,1916300400.0
1751.0,1926776300.0
1752.0,1937306300.0
1753.0,1947890800.0
1754.0,1958530000.0
1755.0,1969224200.0
1756.0,1979973600.0
1757.0,1990778500.0
1758.0,2001639200.0
1759.0,2012555900.0
1760.0,2023528900.0
1761.0,2034558600.0
1762.0,2045645100.0
1763.0,2056788700.0
1764.0,2067989800.0
1765.0,2079248500.0
1766.0,2090565200.0
1767.0,2101940200.0
1768.0,2113373800.0
1769.0,2124866100.0
1770.0,2136417600.0
1771.0,2148028400.0
1772.0,2159699000.0
1773.0,2171429500.0
1774.0,2183220300.0
1775.0,2195071600.0
1776.0,2206983800.0
1777.0,2218957100.0
1778.0,2230991900.0
1779.0,2243088400.0
1780.0,2255246900.0
1781.0,2267467700.0
1782.0,2279751200.0
1783.0,2292097700.0
1784.0,2304507300.0
1785.0,2316980500.0
1786.0,2329517600.0
1787.0,2342118800.0
1788.0,2354784500.0
1789.0,2367514900.0
1790.0,2380310500.0
1791.0,2393171400.0
1792.0,2406098100.0
1793.0,2419090800.0
1794.0,2432149800.0
1795.0,2445275500.0
1796.0,2458468300.0
1797.0,2471728300.0
1798.0,2485055900.0
1799.0,2498451600.0
1800.0,2511915500.0
1801.0,2525448000.0
1802.0,2539049500.0
1803.0,2552720200.0
1804.0,2566460500.0
1805.0,2580270800.0
1806.0,2594151400.0
1807.0,2608102600.0
1808.0,2622124700.0
1809.0,2636218100.0
1810.0,2650383200.0
1811.0,2664620200.0
1812.0,2678929600.0
1813.0,2693311600.0
1814.0,2707766600.0
1815.0,2722295000.0
1816.0,2736897100.0
1817.0,2751573300.0
1818.0,2766323900.0
1819.0,2781149200.0
1820.0,2796049700.0
1821.0,2811025700.0
1822.0,2826077500.0
1823.0,2841205500.0
1824.0,2856410100.0
1825.0,2871691700.0
1826.0,2887050500.0
1827.0,2902487100.0
1828.0,2918001600.0
1829.0,2933594600.0
1830.0,2949266400.0
1831.0,2965017300.0
1832.0,2980847800.0
1833.0,2996758200.0
1834.0,3012748900.0
1835.0,3028820300.0
1836.0,3044972700.0
1837.0,3061206600.0
1838.0,3077522300.0
1839.0,3093920200.0
1840.0,3110400800.0
1841.0,3126964300.0
1842.0,3143611300.0
1843.0,3160342000.0
1844.0,3177156900.0
1845.0,3194056500.0
1846.0,3211041000.0
1847.0,3228110900.0
1848.0,3245266500.0
1849.0,3262508400.0
1850.0,3279836900.0
1851.0,3297252500.0
1852.0,3314755400.0
1853.0,3332346200.0
1854.0,3350025300.0
1855.0,3367793000.0
1856.0,3385649800.0
1857.0,3403596200.0
1858.0,3421632500.0
1859.0,3439759100.0
1860.0,3457976500.0
1861.0,3476285200.0
1862.0,3494685400.0
1863.0,3513177800.0
1864.0,3531762700.0
1865.0,3550440500.0
1866.0,3569211700.0
1867.0,3588076700.0
1868.0,3607036000.0
1869.0,3626090000.0
1870.0,3645239200.0
1871.0,3664483900.0
1872.0,3683824800.0
1873.0,3703262100.0
1874.0,3722796300.0
1875.0,3742428000.0
1876.0,3762157500.0
1877.0,3781985400.0
1878.0,3801912100.0
1879.0,3821938000.0
1880.0,3842063600.0
1881.0,3862289400.0
1882.0,3882615900.0
1883.0,3903043400.0
1884.0,3923572600.0
1885.0,3944203900.0
1886.0,3964937700.0
1887.0,3985774500.0
1888.0,4006714900.0
1889.0,4027759200.0
1890.0,4048908100.0
1891.0,4070161900.0
1892.0,4091521100.0
1893.0,4112986400.0
1894.0,4134558000.0
1895.0,4156236600.0
1896.0,4178022700.0
1897.0,4199916700.0
1898.0,4221919200.0
1899.0,4244030600.0
1900.0,4266251500.0
1901.0,4288582300.0
1902.0,4311023600.0
1903.0,4333576000.0
1904.0,4356239800.0
1905.0,4379015700.0
1906.0,4401904100.0
1907.0,4424905700.0
1908.0,4448020800.0
1909.0,4471250000.0
1910.0,4494594000.0
1911.0,4518053100.0
1912.0,4541627900.0
1913.0,4565319100.0
1914.0,4589127000.0
1915.0,4613052300.0
1916.0,4637095500.0
1917.0,4661257100.0
1918.0,4685537700.0
1919.0,4709937900.0
1920.0,4734458100.0
1921.0,4759099000.0
1922.0,4783861100.0
1923.0,4808745000.0
1924.0,4833751200.0
1925.0,4858880400.0
1926.0,4884133000.0
1927.0,4909509600.0
1928.0,4935010900.0
1929.0,4960637300.0
1930.0,4986389500.0
1931.0,5012268100.0
1932.0,5038273600.0
1933.0,5064406600.0
1934.0,5090667700.0
1935.0,5117057600.0
1936.0,5143576700.0
1937.0,5170225700.0
1938.0,5197005200.0
1939.0,5223915700.0
1940.0,5250958000.0
1941.0,5278132600.0
1942.0,5305440100.0
1943.0,5332881100.0
1944.0,5360456200.0
1945.0,5388166100.0
1946.0,5416011300.0
1947.0,5443992600.0
1948.0,5472110400.0
1949.0,5500365500.0
1950.0,5528758500.0
1951.0,5557290000.0
1952.0,5585960600.0
1953.0,5614771100.0
1954.0,5643721900.0
1955.0,5672813800.0
1956.0,5702047400.0
1957.0,5731423400.0
1958.0,5760942400.0
1959.0,5790605100.0
1960.0,5820412100.0
1961.0,5850364100.0
1962.0,5880461700.0
1963.0,5910705700.0
1964.0,5941096700.0
1965.0,5971635300.0
1966.0,6002322300.0
1967.0,6033158200.0
1968.0,6064143900.0
1969.0,6095279900.0
1970.0,6126567100.0
1971.0,6158005900.0
1972.0,6189597300.0
1973.0,6221341700.0
1974.0,6253240000.0
1975.0,6285292900.0
1976.0,6317501000.0
1977.0,6349865000.0
1978.0,6382385800.0
1979.0,6415063900.0
1980.0,6447900100.0
1981.0,6480895100.0
1982.0,6514049600.0
1983.0,6547364400.0
1984.0,6580840300.0
1985.0,6614477800.0
1986.0,6648277800.0
1987.0,6682241000.0
1988.0,6716368100.0
1989.0,6750659900.0
1990.0,6785117200.0
1991.0,6819740600.0
1992.0,6854531000.0
1993.0,6889489100.0
1994.0,6924615600.0
1995.0,6959911300.0
1996.0,6995377000.0
1997.0,7031013500.0
1998.0,7066821500.0
1999.0,7102801900.0
2000.0,7138955300.0
2001.0,7175282500.0
2002.0,7211784400.0
2003.0,7248461800.0
2004.0,7285315400.0
2005.0,7322346100.0
2006.0,7359554500.0
2007.0,7396941700.0
2008.0,7434508200.0
2009.0,7472255100.0
2010.0,7510182900.0
2011.0,7548292700.0
2012.0,7586585200.0
2013.0,7625061200.0
2014.0,7663721600.0
2015.0,7702567200.0
2016.0,7741598700.0
2017.0,7780817200.0
2018.0,7820223300.0
2019.0,7859818100.0
2020.0,7899602200.0
2021.0,7939576500.0
2022.0,7979742000.0
2023.0,8020099400.0
2024.0,8060649600.0
2025.0,8101393600.0
2026.0,8142332100.0
2027.0,8183466000.0
2028.0,8224796300.0
2029.0,8266323800.0
2030.0,8308049300.0
2031.0,8349973800.0
2032.0,8392098200.0
2033.0,8434423300.0
2034.0,8476950100.0
2035.0,8519679500.0
2036.0,8562612400.0
2037.0,8605749600.0
2038.0,8649092100.0
2039.0,8692640800.0
2040.0,8736396700.0
2041.0,8780360700.0
2042.0,8824533600.0
2043.0,8868916500.0
2044.0,8913510200.0
2045.0,8958315800.0
2046.0,9003334100.0
2047.0,9048566100.0
2048.0,9094012800.0
2049.0,9139675100.0
2050.0,9185554000.0
2051.0,9231650500.0
2052.0,9277965500.0
2053.0,9324499900.0
2054.0,9371254900.0
2055.0,9418231300.0
2056.0,9465430100.0
2057.0,9512852400.0
2058.0,9560499100.0
2059.0,9608371200.0
2060.0,9656469800.0
2061.0,9704795800.0
2062.0,9753350200.0
2063.0,9802134100.0
2064.0,9851148500.0
2065.0,9900394400.0
2066.0,9949872800.0
2067.0,9999584900.0
2068.0,10049531000.0
2069.0,10099714000.0
2070.0,10150133000.0
2071.0,10200789000.0
2072.0,10251685000.0
2073.0,10302820000.0
2074.0,10354197000.0
2075.0,10405815000.0
2076.0,10457676000.0
2077.0,10509782000.0
2078.0,10562132000.0
2079.0,10614729000.0
2080.0,10667574000.0
2081.0,10720666000.0
2082.0,10774009000.0
2083.0,10827602000.0
2084.0,10881447000.0
2085.0,10935545000.0
2086.0,10989897000.0
2087.0,11044504000.0
2088.0,11099367000.0
2089.0,11154488000.0
2090.0,11209867000.0
2091.0,11265506000.0
2092.0,11321406000.0
2093.0,11377567000.0
2094.0,11433992000.0
2095.0,11490681000.0
2096.0,11547636000.0
2097.0,11604857000.0
2098.0,11662346000.0
2099.0,11720104000.0
2100.0,11778132000.0
2101.0,11836432000.0
2102.0,11895004000.0
2103.0,11953850000.0
2104.0,12012970000.0
2105.0,12072367000.0
2106.0,12132042000.0
2107.0,12191994000.0
2108.0,12252227000.0
2109.0,12312741000.0
2110.0,12373537000.0
2111.0,12434616000.0
2112.0,12495980000.0
2113.0,12557630000.0
2114.0,12619568000.0
2115.0,12681794000.0
2116.0,12744309000.0
2117.0,12807116000.0
2118.0,12870215000.0
2119.0,12933608000.0
2120.0,12997295000.0
2121.0,13061279000.0
2122.0,13125560000.0
2123.0,13190140000.0
2124.0,13255020000.0
2125.0,13320201000.0
2126.0,13385685000.0
2127.0,13451474000.0
2128.0,13517567000.0
2129.0,13583967000.0
2130.0,13650675000.0
2131.0,13717693000.0
2132.0,13785021000.0
2133.0,13852661000.0
2134.0,13920615000.0
2135.0,13988883000.0
2136.0,14057468000.0
2137.0,14126370000.0
2138.0,14195591000.0
2139.0,14265132000.0
2140.0,14334995000.0
2141.0,14405182000.0
2142.0,14475692000.0
2143.0,14546529000.0
2144.0,14617693000.0
2145.0,14689186000.0
2146.0,14761008000.0
2147.0,14833163000.0
2148.0,14905650000.0
2149.0,14978472000.0
2150.0,15051630000.0
2151.0,15125126000.0
2152.0,15198960000.0
2153.0,15273135000.0
2154.0,15347651000.0
2155.0,15422511000.0
2156.0,15497715000.0
2157.0,15573266000.0
2158.0,15649165000.0
2159.0,15725412000.0
2160.0,15802011000.0
2161.0,15878962000.0
2162.0,15956267000.0
2163.0,16033927000.0
2164.0,16111944000.0
2165.0,16190319000.0
2166.0,16269055000.0
2167.0,16348152000.0
2168.0,16427612000.0
2169.0,16507437000.0
2170.0,16587628000.0
2171.0,16668186000.0
2172.0,16749115000.0
2173.0,16830414000.0
2174.0,16912086000.0
2175.0,16994132000.0
2176.0,17076554000.0
2177.0,17159353000.0
2178.0,17242532000.0
2179.0,17326091000.0
2180.0,17410032000.0
2181.0,17494357000.0
2182.0,17579068000.0
2183.0,17664167000.0
2184.0,17749654000.0
2185.0,17835532000.0
2186.0,17921802000.0
2187.0,18008466000.0
2188.0,18095526000.0
2189.0,18182983000.0
2190.0,18270840000.0
2191.0,18359097000.0
2192.0,18447756000.0
2193.0,18536820000.0
2194.0,18626290000.0
2195.0,18716167000.0
2196.0,18806454000.0
2197.0,18897153000.0
2198.0,18988264000.0
2199.0,19079790000.0
2200.0,19171732000.0
2201.0,19264093000.0
2202.0,19356873000.0
2203.0,19450076000.0
2204.0,19543702000.0
2205.0,19637754000.0
2206.0,19732233000.0
2207.0,19827142000.0
2208.0,19922481000.0
2209.0,20018253000.0
2210.0,20114460000.0
2211.0,20211103000.0
2212.0,20308184000.0
2213.0,20405706000.0
2214.0,20503670000.0
2215.0,20602078000.0
2216.0,20700932000.0
2217.0,20800234000.0
2218.0,20899985000.0
2219.0,21000188000.0
2220.0,21100844000.0
2221.0,21201956000.0
2222.0,21303526000.0
2223.0,21405554000.0
2224.0,21508044000.0
2225.0,21610997000.0
2226.0,21714416000.0
2227.0,21818302000.0
2228.0,21922656000.0
2229.0,22027482000.0
2230.0,22132782000.0
2231.0,22238556000.0
2232.0,22344808000.0
2233.0,22451538000.0
2234.0,22558751000.0
2235.0,22666446000.0
2236.0,22774627000.0
2237.0,22883295000.0
2238.0,22992452000.0
2239.0,23102101000.0
2240.0,23212244000.0
2241.0,23322883000.0
2242.0,23434019000.0
2243.0,23545655000.0
2244.0,23657793000.0
2245.0,23770436000.0
2246.0,23883584000.0
2247.0,23997241000.0
2248.0,24111409000.0
2249.0,24226089000.0
2250.0,24341284000.0
2251.0,24456996000.0
2252.0,24573228000.0
2253.0,24689981000.0
2254.0,24807257000.0
2255.0,24925060000.0
2256.0,25043390000.0
2257.0,25162251000.0
2258.0,25281644000.0
2259.0,25401572000.0
2260.0,25522037000.0
2261.0,25643041000.0
2262.0,25764586000.0
2263.0,25886676000.0
2264.0,26009312000.0
2265.0,26132495000.0
2266.0,26256230000.0
2267.0,26380518000.0
2268.0,26505361000.0
2269.0,26630761000.0
2270.0,26756722000.0
2271.0,26883245000.0
2272.0,27010333000.0
2273.0,27137988000.0
2274.0,27266212000.0
2275.0,27395008000.0
2276.0,27524378000.0
2277.0,27654325000.0
2278.0,27784851000.0
2279.0,27915959000.0
2280.0,28047650000.0
2281.0,28179928000.0
2282.0,28312795000.0
2283.0,28446253000.0
2284.0,28580304000.0
2285.0,28714952000.0
2286.0,28850199000.0
2287.0,28986047000.0
2288.0,29122498000.0
2289.0,29259556000.0
2290.0,29397223000.0
2291.0,29535501000.0
2292.0,29674393000.0
2293.0,29813901000.0
2294.0,29954029000.0
2295.0,30094778000.0
2296.0,30236151000.0
2297.0,30378151000.0
2298.0,30520780000.0
2299.0,30664042000.0
2300.0,30807938000.0
2301.0,30952472000.0
2302.0,31097645000.0
2303.0,31243461000.0
2304.0,31389922000.0
2305.0,31537032000.0
2306.0,31684791000.0
2307.0,31833205000.0
2308.0,31982274000.0
2309.0,32132002000.0
2310.0,32282392000.0
2311.0,32433446000.0
2312.0,32585168000.0
2313.0,32737559000.0
2314.0,32890622000.0
2315.0,33044361000.0
2316.0,33198778000.0
2317.0,33353877000.0
2318.0,33509659000.0
2319.0,33666127000.0
2320.0,33823285000.0
2321.0,33981136000.0
2322.0,34139682000.0
2323.0,34298926000.0
2324.0,34458871000.0
2325.0,34619519000.0
2326.0,34780875000.0
2327.0,34942940000.0
2328.0,35105718000.0
2329.0,35269212000.0
2330.0,35433424000.0
2331.0,35598358000.0
2332.0,35764016000.0
2333.0,35930401000.0
2334.0,36097518000.0
2335.0,36265367000.0
2336.0,36433953000.0
2337.0,36603279000.0
2338.0,36773348000.0
2339.0,36944162000.0
2340.0,37115725000.0
2341.0,37288039000.0
2342.0,37461109000.0
2343.0,37634937000.0
2344.0,37809526000.0
2345.0,37984879000.0
2346.0,38160999000.0
2347.0,38337890000.0
2348.0,38515555000.0
2349.0,38693997000.0
2350.0,38873219000.0
2351.0,39053225000.0
2352.0,39234017000.0
2353.0,39415598000.0
2354.0,39597973000.0
2355.0,39781144000.0
2356.0,39965115000.0
2357.0,40149888000.0
2358.0,40335468000.0
2359.0,40521857000.0
2360.0,40709059000.0
2361.0,40897076000.0
2362.0,41085914000.0
2363.0,41275574000.0
2364.0,41466060000.0
2365.0,41657375000.0
2366.0,41849524000.0
2367.0,42042509000.0
2368.0,42236333000.0
2369.0,42431001000.0
2370.0,42626516000.0
2371.0,42822880000.0
2372.0,43020098000.0
2373.0,43218173000.0
2374.0,43417109000.0
2375.0,43616909000.0
2376.0,43817576000.0
2377.0,44019114000.0
2378.0,44221528000.0
2379.0,44424819000.0
2380.0,44628992000.0
2381.0,44834051000.0
2382.0,45039998000.0
2383.0,45246838000.0
2384.0,45454575000.0
2385.0,45663211000.0
2386.0,45872751000.0
2387.0,46083198000.0
2388.0,46294557000.0
2389.0,46506829000.0
2390.0,46720021000.0
2391.0,46934134000.0
2392.0,47149173000.0
2393.0,47365142000.0
2394.0,47582044000.0
2395.0,47799884000.0
2396.0,48018664000.0
2397.0,48238389000.0
2398.0,48459063000.0
2399.0,48680690000.0
2400.0,48903272000.0
2401.0,49126815000.0
2402.0,49351322000.0
2403.0,49576797000.0
2404.0,49803244000.0
2405.0,50030667000.0
2406.0,50259070000.0
2407.0,50488456000.0
2408.0,50718831000.0
2409.0,50950197000.0
2410.0,51182559000.0
2411.0,51415920000.0
2412.0,51650286000.0
2413.0,51885659000.0
2414.0,52122045000.0
2415.0,52359446000.0
2416.0,52597868000.0
2417.0,52837314000.0
2418.0,53077788000.0
2419.0,53319295000.0
2420.0,53561839000.0
2421.0,53805424000.0
2422.0,54050054000.0
2423.0,54295733000.0
2424.0,54542465000.0
2425.0,54790256000.0
2426.0,55039109000.0
2427.0,55289027000.0
2428.0,55540017000.0
2429.0,55792081000.0
2430.0,56045225000.0
2431.0,56299453000.0
2432.0,56554768000.0
2433.0,56811176000.0
2434.0,57068680000.0
2435.0,57327286000.0
2436.0,57586997000.0
2437.0,57847818000.0
2438.0,58109753000.0
2439.0,58372808000.0
2440.0,58636986000.0
2441.0,58902292000.0
2442.0,59168730000.0
2443.0,59436305000.0
2444.0,59705022000.0
2445.0,59974885000.0
2446.0,60245899000.0
2447.0,60518068000.0
2448.0,60791397000.0
2449.0,61065890000.0
2450.0,61341553000.0
2451.0,61618390000.0
2452.0,61896405000.0
2453.0,62175604000.0
2454.0,62455991000.0
2455.0,62737571000.0
2456.0,63020348000.0
2457.0,63304327000.0
2458.0,63589514000.0
2459.0,63875913000.0
2460.0,64163529000.0
2461.0,64452366000.0
2462.0,64742430000.0
2463.0,65033725000.0
2464.0,65326257000.0
2465.0,65620030000.0
2466.0,65915050000.0
2467.0,66211320000.0
2468.0,66508847000.0
2469.0,66807635000.0
2470.0,67107689000.0
2471.0,67409014000.0
2472.0,67711616000.0
2473.0,68015499000.0
2474.0,68320669000.0
2475.0,68627130000.0
2476.0,68934888000.0
2477.0,69243948000.0
2478.0,69554315000.0
2479.0,69865994000.0
2480.0,70178991000.0
2481.0,70493311000.0
2482.0,70808958000.0
2483.0,71125939000.0
2484.0,71444258000.0
2485.0,71763921000.0
2486.0,72084933000.0
2487.0,72407300000.0
2488.0,72731026000.0
2489.0,73056118000.0
2490.0,73382581000.0
2491.0,73710419000.0
2492.0,74039639000.0
2493.0,74370247000.0
2494.0,74702246000.0
2495.0,75035644000.0
2496.0,75370445000.0
2497.0,75706656000.0
2498.0,76044281000.0
2499.0,76383326000.0
2500.0,76723797000.0
2501.0,77065700000.0
2502.0,77409039000.0
2503.0,77753822000.0
2504.0,78100053000.0
2505.0,78447738000.0
2506.0,78796884000.0
2507.0,79147495000.0
2508.0,79499577000.0
2509.0,79853137000.0
2510.0,80208180000.0
2511.0,80564712000.0
2512.0,80922739000.0
2513.0,81282266000.0
2514.0,81643301000.0
2515.0,82005847000.0
2516.0,82369913000.0
2517.0,82735502000.0
2518.0,83102623000.0
2519.0,83471279000.0
2520.0,83841478000.0
2521.0,84213226000.0
2522.0,84586529000.0
2523.0,84961392000.0
2524.0,85337822000.0
2525.0,85715826000.0
2526.0,86095408000.0
2527.0,86476576000.0
2528.0,86859336000.0
2529.0,87243694000.0
2530.0,87629655000.0
2531.0,88017228000.0
2532.0,88406417000.0
2533.0,88797229000.0
2534.0,89189670000.0
2535.0,89583748000.0
2536.0,89979467000.0
2537.0,90376836000.0
2538.0,90775859000.0
2539.0,91176544000.0
2540.0,91578897000.0
2541.0,91982925000.0
2542.0,92388634000.0
2543.0,92796031000.0
2544.0,93205121000.0
2545.0,93615913000.0
2546.0,94028413000.0
2547.0,94442627000.0
2548.0,94858561000.0
2549.0,95276224000.0
2550.0,95695620000.0
2551.0,96116758000.0
2552.0,96539644000.0
2553.0,96964285000.0
2554.0,97390687000.0
2555.0,97818857000.0
2556.0,98248803000.0
2557.0,98680532000.0
2558.0,99114049000.0
2559.0,99549363000.0
2560.0,99986480000.0
2561.0,100425410000.0
2562.0,100866150000.0
2563.0,101308720000.0
2564.0,101753120000.0
2565.0,102199360000.0
2566.0,102647440000.0
2567.0,103097380000.0
2568.0,103549170000.0
2569.0,104002840000.0
2570.0,104458380000.0
2571.0,104915800000.0
2572.0,105375110000.0
2573.0,105836310000.0
2574.0,106299420000.0
2575.0,106764440000.0
2576.0,107231380000.0
2577.0,107700240000.0
2578.0,108171040000.0
2579.0,108643780000.0
2580.0,109118470000.0
2581.0,109595110000.0
2582.0,110073720000.0
2583.0,110554290000.0
2584.0,111036850000.0
2585.0,111521390000.0
2586.0,112007930000.0
2587.0,112496470000.0
2588.0,112987020000.0
2589.0,113479580000.0
2590.0,113974170000.0
2591.0,114470800000.0
2592.0,114969460000.0
2593.0,115470170000.0
2594.0,115972940000.0
2595.0,116477770000.0
2596.0,116984680000.0
2597.0,117493670000.0
2598.0,118004740000.0
2599.0,118517910000.0
2600.0,119033180000.0
2601.0,119550570000.0
2602.0,120070080000.0
2603.0,120591720000.0
2604.0,121115490000.0
2605.0,121641410000.0
2606.0,122169490000.0
2607.0,122699720000.0
2608.0,123232130000.0
2609.0,123766710000.0
2610.0,124303480000.0
2611.0,124842450000.0
2612.0,125383610000.0
2613.0,125927000000.0
2614.0,126472600000.0
2615.0,127020430000.0
2616.0,127570500000.0
2617.0,128122810000.0
2618.0,128677380000.0
2619.0,129234220000.0
2620.0,129793320000.0
2621.0,130354710000.0
2622.0,130918390000.0
